x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,outcome
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0
1.98,0.0,0.0,0.0,2.97,0.99,0.0,0.99,36,0.0,0.262,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,4,0.0,0.0,0.0,0
2.18,0.0,0.0,0.0,1.45,0.0,0.0,1.45,74,0.0,0.0,0.0,0
2.35,0.0,0.0,0.0,1.17,0.0,0.0,1.17,81,0.0,0.0,0.0,0
0.73,0.0,0.0,0.0,3.67,0.0,0.0,1.47,76,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,39,0.0,0.0,0.0,0
2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,11,0.0,0.0,0.0,0
0.52,0.0,0.0,0.0,2.09,0.0,0.0,2.09,151,0.52,0.309,0.0,0
0.0,0.0,0.0,0.0,0.66,0.0,0.0,2.0,127,0.0,0.104,0.0,0
0.0,0.0,0.0,0.0,2.59,0.0,0.0,2.59,27,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.93,593,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,2.01,0.0,0.0,4.02,109,0.0,0.0,0.0,0
0.75,0.0,0.0,0.0,2.63,0.0,0.0,0.0,86,0.0,0.0,0.0,0
0.57,0.0,0.0,0.0,1.15,0.0,0.0,0.28,24,1.73,0.103,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,121,0.0,0.239,0.0,0
0.54,0.0,0.0,0.0,0.81,0.0,0.27,0.27,517,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,26,0.0,1.123,0.0,0
0.0,0.0,0.0,0.0,0.96,0.0,0.0,2.88,147,0.0,0.138,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,187,0.0,0.0,0.0,0
0.43,0.0,0.0,0.0,1.08,0.0,0.0,0.43,344,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.8,0.93,0.0,0.0,62,0.93,0.0,0.0,0
0.85,0.0,0.0,0.124,4.25,0.0,0.0,0.42,78,0.0,0.0,0.0,0
0.0,0.11,0.0,0.078,0.0,0.0,0.11,3.45,508,0.11,0.0,0.0,0
1.35,0.0,0.0,0.0,6.75,0.0,0.0,0.0,44,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.39,0.0,0.0,5.57,246,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.46,415,0.3,0.0,0.15,0
0.0,0.0,0.0,0.0,1.08,0.0,0.0,7.6,92,0.0,0.0,0.0,0
1.23,0.0,0.0,0.0,1.23,0.0,0.0,0.0,75,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,55,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.35,0.0,0.0,1.17,61,0.0,0.203,0.0,0
0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,18,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,35,1.85,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,2.272,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.24,3.17,322,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0
0.0,0.0,0.0,0.058,0.0,0.0,0.48,0.96,79,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,56,0.0,0.28600000000000003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,53,0.0,0.147,0.0,0
0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,294,0.42,0.0,0.0,0
0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,51,0.0,0.277,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,2,0.0,0.0,0.0,0
1.38,0.0,0.0,0.0,1.38,1.38,0.0,2.77,42,0.0,0.0,0.0,0
2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,17,0.0,0.0,0.0,0
0.0,0.29,0.0,0.026,0.29,0.0,0.49,2.74,481,0.09,0.0,0.0,0
0.0,0.0,0.0,0.033,1.57,0.0,0.0,0.44,203,0.44,0.033,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0
0.98,0.09,0.0,0.0,1.77,0.09,0.39,1.57,593,0.19,0.068,0.09,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.055,0.0,0
1.36,0.0,0.0,0.0,2.28,0.0,0.0,0.45,87,0.0,0.486,0.0,0
0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,24,0.0,0.0,0.0,0
2.21,0.0,0.22,0.146,2.88,0.0,0.0,0.0,224,0.44,0.073,1.1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0
0.0,0.0,0.0,0.029,0.92,0.0,0.0,0.0,387,0.37,0.029,0.0,0
0.57,0.05,0.0,0.03,1.15,0.0,0.0,0.52,1134,0.4,0.053,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,46,0.93,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,122,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,35,0.0,0.331,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.78,43,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,204,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,30,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0
1.65,0.0,0.0,0.052000000000000005,1.65,0.0,0.0,0.55,393,0.0,0.0,0.0,0
0.58,0.0,0.0,0.0,0.58,0.0,0.0,3.51,373,0.0,0.0,0.0,0
8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.79,43,0.0,0.149,0.0,0
0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,11,0.0,0.0,0.0,0
0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.99,125,0.33,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0
0.49,0.0,0.0,0.117,0.49,0.0,0.0,1.72,189,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,96,0.0,0.0,0.0,0
0.31,0.0,0.0,0.0,0.62,0.0,0.0,1.56,323,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,42,0.0,0.0,0.0,0
0.24,0.0,0.0,0.034,0.49,0.0,0.0,0.61,505,0.0,0.0,0.0,0
0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,0
0.0,0.0,0.0,0.048,0.31,0.0,0.0,2.87,261,0.31,0.0,0.0,0
0.16,0.0,0.0,0.0,0.48,0.0,0.0,0.81,932,0.0,0.0,0.0,0
0.25,0.0,0.0,0.0,0.11,0.0,0.03,0.0,1795,0.0,0.004,0.03,0
6.66,0.0,0.0,0.0,3.33,0.0,0.0,0.0,13,0.0,0.0,0.0,0
0.06,0.0,0.0,0.0,0.17,0.0,0.08,0.0,3006,0.25,0.014,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,479,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.09,0.0,0.0,1.03,25,0.0,0.0,0.0,0
0.65,0.0,0.0,0.0,0.56,0.0,0.37,1.86,601,0.56,0.0,0.0,0
1.23,0.0,0.0,0.0,1.23,0.0,0.0,2.46,66,0.0,0.279,0.0,0
0.57,0.0,0.0,0.0,0.57,0.0,0.0,0.57,25,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,46,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.7090000000000001,0.0,0
0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,122,0.0,0.0,0.0,0
2.88,0.96,0.0,0.381,1.44,0.48,0.48,0.0,98,0.0,0.305,0.48,0
2.88,0.96,0.0,0.381,1.44,0.48,0.48,0.0,98,0.0,0.305,0.48,0
1.78,0.0,1.78,0.0,5.35,1.78,0.0,0.0,63,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,2,0.0,0.0,0.0,0
0.47,0.0,0.0,0.0,0.95,0.0,0.0,3.34,608,0.0,0.174,0.31,0
0.43,0.0,0.0,0.0,1.29,0.0,0.0,0.86,55,0.0,0.146,0.0,0
0.12,0.12,0.0,0.0,0.37,0.0,0.12,2.51,367,0.37,0.05,0.25,0
0.0,0.0,0.0,0.0,0.61,0.0,0.0,5.52,151,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,13,1.29,0.0,0.0,0
0.66,0.0,0.0,0.0,0.33,0.0,0.0,4.98,431,0.0,0.306,0.0,0
1.6,0.0,0.0,0.0,0.26,0.0,0.0,0.26,177,0.0,0.0,0.0,0
0.74,0.0,0.0,0.105,1.48,0.0,1.48,2.96,69,0.0,0.0,0.0,0
0.04,0.0,0.0,0.0,0.09,0.0,0.0,0.04,1763,0.04,0.0,0.09,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,68,0.82,0.0,0.0,0
0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,80,0.18,0.0,0.0,0
0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,97,0.0,0.08900000000000001,0.0,0
0.25,0.0,0.0,0.0,1.51,0.0,0.0,0.0,104,0.25,0.193,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,913,0.1,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.38,0.0,0.0,0
1.53,0.0,0.0,0.0,2.3,0.0,0.0,0.0,67,0.0,0.0,0.0,0
1.35,0.0,0.0,0.087,0.67,0.0,0.0,0.67,110,0.0,0.0,0.0,0
0.0,0.0,0.0,0.095,0.7,0.0,0.0,0.0,103,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,60,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,114,0.0,0.0,0.0,0
0.24,0.0,0.0,0.034,0.49,0.0,0.0,0.62,535,0.0,0.0,0.0,0
0.16,0.0,0.0,0.033,0.32,0.08,0.0,0.49,628,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0
0.18,0.0,0.0,0.017,0.25,0.06,0.0,0.63,815,0.0,0.0,0.0,0
0.0,0.0,0.49,0.0,0.0,0.0,0.0,3.48,331,0.0,0.0,0.0,0
0.0,0.0,0.49,0.0,0.0,0.0,0.0,3.48,331,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,62,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,36,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,31,0.0,0.0,0.0,0
1.38,0.0,0.0,0.0,1.38,1.38,0.0,0.0,126,0.0,2.378,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.442,0.0,0
0.73,0.0,0.0,0.0,1.47,0.0,0.0,0.0,53,0.0,0.0,0.0,0
0.0,0.0,0.0,0.022,0.0,0.0,0.78,3.05,540,0.0,0.0,0.08,0
0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,27,0.0,0.371,0.0,0
0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.75,81,0.0,0.107,0.0,0
0.15,0.07,0.0,0.005,0.13,0.03,0.05,0.0,3168,0.09,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.086,0.0,0
2.27,0.0,0.0,0.0,1.13,0.0,0.0,0.0,42,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,40,1.47,0.0,0.0,0
0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,23,0.0,0.0,0.0,0
1.31,0.0,0.0,0.0,5.26,0.0,0.0,1.31,19,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,0.0,0.0,0.0,0
0.44,0.0,0.0,0.0,1.32,0.0,0.0,1.76,133,0.44,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1.75,0.955,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,53,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,28,0.0,0.5579999999999999,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0
0.9,0.0,0.0,0.0,1.8,0.0,0.0,0.0,31,0.9,0.0,0.0,0
0.0,0.0,0.0,0.0,4.16,0.0,0.0,2.77,64,0.0,0.355,0.0,0
0.0,0.0,0.0,0.0,1.93,0.0,0.48,0.96,55,0.96,0.0,0.0,0
0.11,0.0,0.0,0.0,0.44,0.0,0.0,0.11,395,0.22,0.0,0.11,0
1.62,0.0,0.0,0.0,0.27,0.0,0.0,0.27,167,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,148,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,212,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,15,0.0,0.787,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,13,4.16,0.6890000000000001,0.0,0
0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,41,1.43,0.0,0.0,0
0.77,0.0,0.0,0.0,1.55,0.0,0.0,0.0,79,0.77,0.196,0.0,0
1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3.07,0.0,0.0,0
2.64,0.0,0.0,0.265,1.76,0.0,0.0,0.29,208,0.29,0.113,0.29,0
0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,33,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,25,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,67,0.0,0.0,0.61,0
0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.26,307,0.0,0.0,0.26,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,53,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.386,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,171,0.0,0.078,0.0,0
0.0,0.08,0.0,0.011,0.0,0.0,0.0,3.54,566,0.17,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,63,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,27,0.0,0.473,0.0,0
0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,67,0.0,0.376,0.0,0
0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,25,1.06,0.18600000000000005,0.0,0
1.09,0.0,0.0,0.0,2.18,0.0,0.0,1.09,65,0.54,0.0,0.54,0
0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,53,0.0,0.0,0.0,0
4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.68,0.0,0
0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,153,0.0,0.181,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,28,0.0,0.366,0.0,0
0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,36,0.0,0.114,0.0,0
0.39,0.0,0.0,0.0,0.39,0.0,0.0,3.14,249,0.78,0.129,0.0,0
1.08,0.21,0.0,0.046,1.62,0.21,0.1,2.05,1026,0.0,0.062,0.05,0
1.23,0.25,0.0,0.055,1.74,0.19,0.12,2.26,897,0.0,0.064,0.0,0
0.97,0.0,0.0,0.0,0.97,0.0,0.0,1.94,89,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,89,1.36,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,140,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,90,1.92,0.0,0.0,0
1.35,0.0,0.0,0.0,0.45,0.0,0.0,1.35,161,0.0,0.0,0.0,0
0.36,0.0,0.0,0.0,1.28,0.36,0.0,0.36,270,0.73,0.055,0.0,0
1.03,0.0,0.0,0.0,1.03,0.0,0.0,0.0,41,1.03,0.37,0.0,0
0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,38,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.82,0.0,0.0,4.13,126,0.82,0.24,0.0,0
0.34,0.0,0.0,0.0,0.34,0.0,0.0,0.34,188,0.34,0.0,0.0,0
0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,68,0.0,0.24,0.0,0
0.0,0.0,0.0,0.0,1.78,0.0,0.0,1.78,30,0.0,0.0,0.0,0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,140,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,18,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,59,0.0,0.166,0.0,0
0.0,0.0,0.46,0.0,0.46,0.0,0.0,0.46,150,0.0,0.163,0.0,0
0.54,0.0,0.0,0.0,1.63,0.0,0.0,0.0,14,0.54,0.0,0.0,0
0.0,0.07,0.0,0.0,0.14,0.0,0.63,3.03,855,0.14,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,125,0.0,0.0,0.0,0
4.47,0.0,0.0,0.0,1.49,0.0,0.0,0.0,16,0.0,0.0,0.0,0
0.26,0.0,0.0,0.0,0.26,0.0,0.0,1.61,227,0.0,0.091,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.76,94,0.0,0.103,0.0,0
0.31,0.0,0.0,0.0,2.83,0.0,0.0,1.88,180,0.0,0.096,0.0,0
0.24,0.0,0.0,0.033,0.48,0.0,0.0,0.6,645,0.12,0.0,0.0,0
0.1,0.0,0.0,0.014,0.21,0.0,0.38,0.49,1386,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.21600000000000005,0.0,0
1.87,0.0,0.0,0.0,1.12,0.0,0.0,0.75,118,0.0,0.061,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,127,0.0,0.0,0.0,0
2.06,0.0,0.0,0.0,1.37,0.0,0.0,0.0,18,0.0,0.0,0.0,0
1.12,0.0,0.0,0.0,1.12,0.0,0.0,0.0,40,0.0,0.203,0.0,0
4.34,0.0,0.0,0.0,0.0,0.0,0.0,8.69,17,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0
4.02,0.0,0.0,0.0,2.87,0.57,0.0,0.0,129,0.0,0.0,0.0,0
0.24,0.0,0.0,0.0,1.23,0.0,0.0,0.24,336,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.564,0.0,0
0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,69,0.0,0.097,0.0,0
0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.0,79,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,29,0.0,0.389,0.0,0
0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,37,0.0,0.231,0.0,0
0.79,0.0,0.0,0.0,2.38,0.0,0.0,0.0,24,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,15,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.28,0.0,0.0,2.56,42,1.28,0.0,0.0,0
2.54,0.0,0.0,0.0,0.0,0.0,0.0,1.69,64,0.0,0.0,0.0,0
1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.48,37,0.48,0.0,0.0,0
0.25,0.0,0.0,0.036000000000000004,0.51,0.0,0.0,0.64,491,0.0,0.0,0.0,0
0.16,0.0,0.0,0.022,0.33,0.0,0.0,0.5,807,0.0,0.0,0.0,0
2.67,0.0,0.0,0.0,3.57,0.0,0.0,0.0,38,0.0,0.0,0.0,0
0.24,0.0,0.24,0.0,0.86,0.0,0.0,1.24,227,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.75,77,0.75,0.0,0.0,0
0.0,0.21,0.0,0.057,0.0,0.1,0.21,3.5,571,0.0,0.0,0.0,0
1.22,0.0,0.0,0.0,0.61,0.0,0.0,1.22,169,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,30,0.0,0.27,0.0,0
1.33,0.0,0.0,0.0,1.33,0.0,0.0,4.0,29,0.0,0.211,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.51,0.0,2.06,3.6,74,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.89,0.0,0.0,1.78,94,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.78,133,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.29,0.0,0.0,1.29,26,0.0,0.19,0.0,0
1.75,0.0,0.0,0.0,1.75,0.0,0.0,0.0,42,0.0,0.0,0.0,0
2.73,0.0,0.0,0.0,1.36,0.0,0.0,0.0,57,0.0,0.0,0.0,0
0.0,0.0,0.87,0.159,2.63,2.63,0.0,0.0,203,0.87,0.7979999999999999,0.0,0
1.4,0.0,0.0,0.0,1.4,0.0,0.7,0.0,378,0.0,0.0,0.0,0
0.3,0.0,0.3,0.0,0.75,0.0,0.0,0.75,155,0.0,0.0,0.0,0
2.29,0.2,0.41,0.103,3.96,0.41,0.41,0.0,485,1.25,0.866,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,25,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,19,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,26,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.98,304,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,25,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,5,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,9,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,10,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,9,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,68,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,9,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,90,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,2.53,1.26,0.0,0.0,18,1.26,0.0,0.0,0
0.51,0.0,0.0,0.0,1.02,0.0,0.0,0.25,635,0.0,0.207,0.77,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,41,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.76,0.0,0.76,3.84,193,0.0,0.0,0.0,0
8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53,0.0,0.0,2.0,0
